 ,Review,nha_hang
460,"Bay đến Quy Nhơn lúc 7h tối nên chỉ hy vọng được về đến khách sạn thật nhanh để ăn uống nghỉ ngơi. Thực sự cũng chọn đại Nhà hàng Salsa trong quần thể khu nghỉ dưỡng FLC vì nghĩ gần biển sẽ được ngồi hít thở không khí biển chút xíu. Tuy nhiên quán khá kín, nên không đạt được ý định ban đầu. Do đến muộn nên chờ món hơi lâu. Nhưng khi ra thì món nào cũng khá vừa miệng. Nhân viên phục vụ lịch sự, nhanh nhẹn.",4
461,"Nhà hàng này chuyên serve cho khách ở villa trong này. 
Không gian hơi nhỏ nhưng được cái view rất đẹp và ấm cúng ^^ hướng thẳng ra biển đẹp cực. Bên cạnh có cả hồ bơi và quầy bar nhẹ nữa. Bàn ghế đẹp ^^ 
Ẩm thực ở đay chuyên về Địa Trung Hải và Việt Nam là nhiều. Riêng buffet sáng là toàn món Việt . đúng là resort thuần Việt 😂😂😂 
Khẩu vị món buffet sáng thì hơi nhạt, có lẽ cho dễ ăn. Bù lại nấu khá ngon nhé ^^ 
Các món À La Carte thì nấu ok hơn, chuẩn vị và cực ngon luôn. Thích nhất cái Thăn bò áp chảo, ăn kèm khoai tây nghiền và bí đỏ mềm mềm ngon cực. 
Buổi trưa vs tối thì hay có set menu kiểu Việt, các món truyền thống của Việt không à.
Do khách ở đây cũng toàn là người Việt Nam nên món ăn cũng phải theo kiểu Việt luôn thì phải :)))))",4
462,"Ấn tưởng vô cùng bởi phong cách phục vụ chu đáo, nhiệt tình và vui vẻ của nhân viên ở nhà hàng.
Đồ ăn ngon, quán ăn sạch sẽ, rất đáng để lựa chọn",5
463,"Quán sạch sẽ, nhân viên thân thiện, lễ phép, còn rất nhiệt tình hướng dẫn cách ăn và sẵn sàng đứng nướng dùm nếu khách yêu cầu. Đồ ăn chính ở đây khá ngon, mỗi món có hương vị đặc trưng riêng. Đồ ăn kèm thì phong phú khỏi bàn.",4
464,"Quán hàn quốc duy nhất đúng chuẩn ở quy nhơn
Quán rất sạch sẽ, món ăn ngon và nhân viên phục vụ nhiệt tình, lịch sự",4
465,"Quán sạch sẽ, phục vụ lễ phép. Thực đơn đa dạng và ngon, món ăn kèm cũng ok, chỉ có món thịt bò nướng thì không giống nướng cho lắm, giống kiểu xào hơn. Nói chung là muốn tìm 1 quán ăn hàn quốc ở quy nhơn thì đây là địa điểm thích hợp nhất",4
466,"Đây là 1 trong số rất ít những quán mà mình hài lòng ở Quy Nhơn, bởi vì không gian lịch sự, sạch sẽ, nhân viên dễ thương, ông bà chủ người Hàn cực kỳ thân thiện, giá cả hợp lý nhé! Còn về món ăn thì không cần bàn, chống chỉ định bạn nào ăn món Hàn mà cứ đòi chấm nước mắm mới chịu nha!",4
467,"Lần đầu tiên đến nhà hàng rất ấn tượng vì sạch sẽ, mát mẻ, và nhân viên lịch sự (cả bác giữ xe cũng rất vui tính) , món ăn ko cay như mình mong đợi và tương có vị lạ lạ, nhưng khi ra về gặp bác ng hàn chắc là chủ quán nên chắc cái lạ lạ đó là hương vị riêng của họ. Vì là restaurant giá cả như vậy cũng hợp lý",4
468,"Quán không gian ok và mát mẻ.
Nhân viên phục vụ tệ không đúng yêu cầu của 1 nhà hàng hàn quốc.
Thực đơn không được đa dạng rất ít món và giá không có món ăn nào dưới 100k.
Món ăn nói thật là không ngon. Mình ăn cơm trộn thịt bò và thịt ba chỉ nướng ( quá bình thường; nước chấm không ngon)
Không hướng dẫn khách là nên ăn loại nước chấm nào vs loại thức ăn nào. 
Minh là fan đồ hàng quốc và mình cũng ăn được vài nhà rồi, họ hướng dẫn mình từng chi tiết và ăn như thế nào. Chứ không phải như ở đây, đem ra rồi im lặng.
Nói chung cần phải xem xét lại. 
Mà trên foody quảng cáo là giá từ 30-120 nhưng khi vào quáng thì mình thấy là 100-240k. Haizzzz",1
469,"Quán khá thoáng và rộng rãi nên rất mát mẻ, nằm ở gần mặt tiền đường Ngô Mây nên rất dễ tìm. Hình như mình đi trúng hôm quán vắng nên mình thấy rất thoải mái, không bị khói thuốc và ồn ào. Điểm cộng nữa là nhân viên nhanh nhẹn và nhiệt tình. Bên cạnh đó đồ ăn rất nóng và ngon. Đồ ăn thiên về hải sản, được chế biến rất đẹp mắt và vừa ăn. Ngon nhất vẫn là món cá hấp, rồi đến mực trộn, nước chấm cũng ngon nữa",0
470,"Quán hải sản ưng ý nhất ở Quy Nhơn. Đồ ăn tươi, ngon, giá cả siêu hợp lý. Nhân viên phục vụ tận tình, chu đáo. Khi nào có dịp quay lại Quy Nhơn nhất định sẽ đến đây ăn tiếp.",5
471,"Quán có hải sản tươi sống, mùi vị thức ăn rất ok, có hồ nuôi hải sản đẹp tha hồ chọn lựa luôn, không gian thoáng mát, phục vụ tốt, giá cả hợp lý. Lần sau đến Quy Nhơn nhất định sẽ ghé quán nữa!!",5
472,"🏝SQUARE trân trọng cảm ơn quý khách hàng đã ủng hộ quán trong thời gian qua. 
😘SQUARE xây dựng thực đơn mới với phương châm các món ăn đa dạng, ngon hơn, chất lượng hơn và giá cả hợp lý nhất😄
🔔Đặt biệt SQUARE luôn có hổ trợ quà tặng 🎁🛍Bánh kem🎂🥂🍾trang trí tiệc như bong bóng🎈🎈🎈, in pano hình ảnh🎎🖼hoa💐🌻🌷pháo sáng...) khi quý khách đặt tiệc liên hoan sinh nhật, tiệc thôi nôi, kỷ niệm ngày cưới..⛱👨👨👧👧
💏Trong quá trình phục vụ nếu có gì thiếu sót mong quý khách vui lòng lượng thứ và góp ý cho SQUARE. Những góp ý của quý khách hàng sẽ là những bài học bổ ích cho chúng tôi, chúng tôi sẽ ghi nhận và khắc phục những thiếu sót.
Liên hệ đặt bàn 0905.550.542 gặp Mr Kiên 
Rất hân hạnh được phục vụ quý khách!",5
473,"Món ăn ngon, giá phù hợp, thời gian lên món cũng rất nhanh. Nhân viên phục vụ nhiệt tình và lễ phép, chỉ có điều quán hơi nhỏ quá nên ko đc thoải mái .",4
474,"Về không gian: Hiện đại, sáng sủa, hơi chật. Hai dãy bàn ở bên dưới kê khác nhau, một dãy kê kiểu hai bàn cách nhau còn dãy còn lại kê kiểu hai bàn sát nhau (có thể kê sát lại làm bàn dài). Vì hết bàn nên mình phải ngồi bàn kiểu thứ hai, làm mình có cảm giác không được riêng tư lắm vì nó khá gần và song song với bàn bên cạnh, tuy nhiên lúc khách về bớt mình đổi bàn thì nhân viên nói không đc vì đã nhập bill. Tuy nhiên quá có không gian khá yên tĩnh kèm tiếng nhạc không lời nhẹ nhàng mang đến cho quán một sự sang trọng nhất định. 
Về phục vụ: tận tình, chu đáo tuy nhiên còn thiếu chuyên nghiệp. Mình gọi 1 chai nước suôi kèm theo 2 ly. Khi rót nước rồi mình mới phát hiện có rất nhiều bụi trong ly nước nhưng nhân viên chỉ xin lỗi và đổi ly chứ k hề có ý định đổi chai khác cho mình. Mình có thể thông cảm cho điều này vì bạn chỉ là nhân viên, giải quyết vấn đề còn thiếu sót. Tiếp theo là về phục vụ món. Mình gọi món 1 lần lúc đầu, bao gồm cả khai vị và món chính. Điều đó nên có nghĩa là khai vị được phục vụ trước vì khai vị đa số là món rất dễ làm. Tuy nhiên mình lại nhận được 2 món cơm cuộn cầu kỳ trước. Cố gắng đợi thêm 1 chút để có món khai vị nhưng lâu quá nên bọn mình ăn món chính trước. Khi hỏi nhân viên thì câu trả lời là: “Anh chị báo bếp mới làm.” ??? Mình gọi từ đầu mà? 
Giá cả: khá rẻ so với mặt bằng chung món Nhật, vừa túi tiền cho những bạn sinh viên muốn đổi món nhân dịp nào đó. Bọn mình ăn hết 500k là no.
Chất lượng: hơi ngọt. Không biết những hôm khác như thế nào nhưng hôm mình ăn đầu bếp có vẻ ướp đường hơi quá tay. Từ cá trong nigri cho tới cơm trong những món còn lại đều bị “quá ngọt”. Vì ẩm thực Nhật thường chú trọng vào sự cảm nhận tinh tế của vị giác nên việc cho nhiều gia vị là không nên. Có lẽ đầu bếp nghĩ mang món Nhật về Việt vẫn nên biến tấu chút ít cho phù hợp với khẩu vị Việt Nam. Đó là rất tốt, nhưng mình không thích điều đó. 
Tổng kết, mình sẽ bỏ qua những lỗi phục vụ cơ bản nếu món ăn ngon, nhưng các món ăn ở đây không thực sự thuyết phục mình, nên mình sẽ không quay lại nữa. 
Phù hợp cho các bạn sinh viên vì giá khá tốt hoặc những bạn không ăn được đồ sống vì đồ sống ở đây (trừ sashimi) được ướp khá kỹ, không tanh và khó ăn.",4
475,"Mình ăn sushi ở nhiều nhà habgf ở sg rồi, về quy nhơn cũng có thử 1-2 quán, nhưng thấy quán này ổn định nhứt nè, nhân viên cũng nhiệt tình, nhanh nhẹn, mình khá ok",4
476,"Thích quán này quá nên ăn xong phải về review khen quán. 
Sashimi tươi ngon, mình ăn bụng cá hồi và hàu rất béo.
Cơm cuộn nhiều loại để chọn, mình thích cá hồi và lươn nên chọn cơm cuộn cá hồi sốt tiêu và cơm cuộn kiểu rồng nhân lươn đều ngon hết.
Khai trương đang đc giảm giá 30% nên 2 ng ăn no cành hông mà hết có hơn 300k , giá rẻ giựt mình. Mà giá lúc chưa giảm cũng rẻ rồi chưa tới 500k nữa.
Quán thiết kế bàn ăn cũng rất lịch sự và riêng tư. Mình thích ngồi trên tầng 2 vì có vách ngăn trên bàn. 
Rất rất recommend cho các bạn tới ăn nhé.
Cá nhân mình sẽ quay lại ăn nhìu lần nữa.",5
477,Đồ ăn ngon không gian sang trọng nói chung khá là tốt,5
478,"Nhà hàng ni có 2,3 tầng gì đây vì mình chưa đi hết nên không biết rõ . gia đinh mình có tổ chức sinh nhật ở đây , nhưng nhờ quán deco sinh nhtaaj hộ luôn . nhân viên deco trang trí bày lễ sinh nhật khá đẹp , gia đình mình rất ưng ý . quán rộng rãi , sang trọng . bàn ghế sạch sẽ , lịch sự . đồ ăn bài trí gọn gàng , bắt mắt . đồ ăn ngon , hợp vệ sinh . vì là nhà hàng cao cấp nên giá hơi cao một tí . nhân viên ở đây phục vụ nhiệt tình , nhanh nhẹn",4
479,"Gỏi thập cẩm có tôm, nấm các loại ngon và ngọt. Hàu béo, không bị tanh, phô mai đúng chuẩn. Nghêu hấp đậm mùi xả, gia vị, thịt nghêu dai dai. Lẩu hải sản siêu nhiều, tươi, nước lèo đậm đà. Túm váy lại là ngoài từ quá ngon không biết diễn tả thế nào nữa.
Quán có view rất đẹp, nội thất bằng gỗ sang trọng, không khí sang choảnh. Nhân viên phục vụ rất chuyên nghiệp, thân thiện.",4
480,"Món ăn ở đây thật tuyệt, nhân viên phục vụ rất nhiệt tình, Hải sản rất phong phú và đa dạng, view hướng
 biển tuyệt đẹp",4
481,"Nhà hàng nằm cạnh sát bờ biển, không khí trong lành mát mẻ, hải sản ở đây rất tươi và phong phú, nhân viên thì phục vụ nhiệt tình và chu đáo, tôi rất hài lòng về nhà hàng này.",4
482,"Nhà hàng mới mở ở 1 góc của Resort nên khá yên tĩnh. View biển đẹp. Không khí mát mẻ, trong lành.
Menu nhiều món tươi ngon, giá cả phải chăng.
Gia đình mình khá hài lòng về dịch vụ ở đây.
Welcome các bạn nhé.",4
483,"Tôi đã ăn tối tại nhà hàng cùng với bạn bè trong chuyến du lịch của mình tại FLC Quy nhơn. Hải sản tại nhà hàng rất tươi, nhân viên phục vụ rất nhiệt tình và chuyên nghiệp. Nhà hàng rất đáng để thưởng thức khi nghỉ dưỡng tại FLC Quy Nhơn.",5
484,"Đọc đa phần review không tốt nhưng lại có lần trải nghiệm tốt tại nhà hàng này. Ấn tượng đầu là quán khá là rộng rãi, nhân viên lịch sự. Hải sản tươi giá cả rõ ràng mình cũng không bị làm điêu, chọn như nào thì mang ra y hệt. Ghẹ rất chắc, ốc hương cũng ngon, có cái tôm thì không được ngon lắm. Có món nộm da cá rất ngon nhé các bạn đến nên thử. Ngoài ra nhà hàng còn có rong nho tươi ăn khá bùi và dễ ăn. Mình thấy quán cũng đông khách nên có lẽ toàn các bạn có trải nghiệm không tốt vào viết bài chứ mình thấy hải sản ở đây ngon giá hợp lý và ngon hơn so với một số khu du lịch mình đi. Nói chung là mị ưng cái bụng :))",4
485,"Đừng đến, mình đã kêu hàu, cơm, lẩu, cá, cái gì cũng rất dở. Phục vụ lơ mơ làng màng. Cơm chiên cá mặn còn có xương. Đừng đến, rất dở",1
486,"Khách du lịch đến QN thì không nên đến đây, chặt chém và không trung thực đối với khách hàng. Đã khuyến cáo người thân khi đi du lịch QN",1
487,"Nhà hàng nằm trong thành phố, đi một đoạn từ Tháp Đôi tới mất khoảng 3-5'. 

Quán có không gian rộng, nhưng không thoáng lắm. Cũng một phần là vì đông, nhưng mà bàn nào cũng phải có quạt không thì không chịu nổi ♨️ Đặc biệt là mình rất hay để ý cách bài trí không gian, thiết kế của quán, và mình cũng hơi khó chịu khi quán in sai tên chữ Hán ngay ở trên biển tên 🙂 Mọi người chắc không ai để ý, nhưng mình thì sẽ coi như một điểm trừ nhỏ. 💦 

Về đồ ăn, tôm ở quán không được tươi, ngao ăn ngon, nước khá là ngọt. Tu hài với ốc ăn tạm được. Canh ngao chua cũng ổn. Còn lại là cá nướng ăn ngon, cay cay ăn kèm với cơm rất là ổn nhé 😋 Ngoài món cá ra thì các món còn lại đều không ấn tượng😐 

Đồ uống của quán thì bình thường, không có gì đặc biệt.

Phục vụ ở đây khá là kém. Khi có một chị nhân viên dọn bát nước ốc đi làm đổ nước thì cũng không thấy quay ra lau lại gì cả, cho dù nước đổ rất nhiều, lênh láng khắp cả bàn. Bàn thì cũng không có giấy nhiều để lau, gọi ra lau thì quăng cho bịch giấy ăn rồi lại đi mất?! Thái độ thì dửng dưng, mình gọi thì cũng không đáp gì cả. Ngồi một lúc ăn thì lại bê cái quạt đi đâu mất, lại đúng lúc chuẩn bị ăn lẩu nên ai cũng khó chịu.

Giá của quán cũng khá là đắt, nói chung là sẽ không quay lại nữa.",2
488,"Trước có một lần mình đi tour Kỳ Co của page kỳ co quy nhơn (hình như vậy, mình cũng không nhớ, mình chỉ nhớ số điện thoại của bạn hướng dẫn viên là 0975528159) và được thưởng thức những món hải sản tươi sống theo mình thì chưa nơi nào mình thấy ngon bằng ở đây mà giá dịch vụ lại rẻ nữa, mình cũng từng ăn ở quán này, tuy đồ hải sản không thực sự bằng ở Kỳ Co nhưng cũng khá ngon, có điều giá cả hơi đắt một chút, nhưng chất lượng ở đây cũng xứng với số tiền mình phải bỏ ra.",4
489,"Mình vào gọi cơm cho bé ăn trước thì nvien quanh co nói là quán đông bếp ko cbi kịp nên đành gọi cháo. Đi 1 vòng 10ph chọn đồ ăn xong thì lại có thể gọi cơm 🤣 trong khi cháo thì đã nấu, ko huỷ được. Riêng kiểu cò quay thế là đã ko muốn trở lại rồi 😂",2
490,"Không gian từ tầng 3 có thể nhìn thấy biển, đẹp, phục vụ tận tình, thích 2 phục vụ rất dễ thương, buồn cái kêu súp bào ngư, nhà bếp hết đồ, tự làm súp vây cá cho ăn luôn 😂 được cái cũng thật thà báo cho tiếng trước nên ăn tạm. Đồ ăn thì vừa miệng mình nhưng mấy bác đi cùng ai cũng bảo mặn 😂, đi với người lớn nên chẳng dám chụp tấm hình nào, ăn nhà hàng thì chấp nhận giá cả phải cao hơn quán bình dân rồi, nhưng dù sao vẫn thích.",4
491,"Quán được mỗi cái vị trí gần biển. 
520k/ 1 kg ghẹ. Mỗi con bé tý được 2,5 lạng
140k/ đĩa mực xào nấm. Quên, phải gọi là nấm xào mực mới chuẩb",2
492,"Quán này to , rộng rãi , sáng sủa , nhìn vào rất sang trọng , có khu để xe riêng . nhân viên đông , phục vụ nhanh nhẹn và nhiệt tình . menu đa dạng các món ăn và giá cả khá cao , vì đây là nhà hàng lớn nên giá cao như vậy là bình thường . bàn ghế nhìn sạch sẽ , khá bắt mắt . thời gian đợi món cũng không lâu lắm . đồ ăn nóng hổi , trang trí bắt mắt . chất lượng ngon , có vài món hơi mặn một tí nhưng nhìn chung mọi thứ đều ổn",4
493,"Mình mới ăn ở nhà hàng này, về bị đau bụng, mình thấy lo lắng về an toàn vệ sinh thực phẩm. Nhân viên phục vụ chậm, k tập trung. Chủ nhà hàng tên Sỹ thì nói k giữ lời, gọi đặt bàn giảm giá lúc thanh toán k chịu giảm. Sợ nhất là vệ sinh an toàn t.phẩm.",3
494,"Ăn một lần ở đây không bao giờ quay lại. Quán rộng, sang trọng nhưng nhân viên quá kém, đồ ăn không đậm đà mà lại mắc. Hôm đó mình đi hai người. Gọi món xong nvien đem dĩa ốc quạt j đó to chà bá. Hai đứa đều không biết nghĩ nhân viên đem ra thì chắc là món của mình nên ăn. Lúc sau nhân vien quay lại nói xin lỗi đem nhầm bàn. Lúc tính tiền thì tính luôn cả món đó vào bill? Lên đến chữ nhà hàng rồi mà cách xử lí nhán viên quá tệ. Quản lí không ra xin lỗi, lỗi phía nhân viên mà tôi lại phải bỏ tiền ra trả? Đồng ý là ăn thì trả tiền nhưng một lời xin lỗi cũng không có. 
Không bao giờ quay lại!",1
495,"Ghé đây ăn tối , quán khá rộng rãi , đối diện biển nên khá mát mẻ, nhân viên phục vụ dễ thương . Còn về thức ăn hình như đầu bếp ở đây rất thích muối hay sao mà món nào mình kêu cũng quá mặn : cơm chiên cá mặn mặn đến mức không thể nào mặn hơn , sò điệp nường pho mai cũng mặn chát,., còn món bò lúc lắc thì đem lên nhìn như bò xào tràn ngập nước sốt rau củ, thịt bò dai nhách , nói chung là quá tệ",3
496,Mấy hop thì giao hàng ạ,2
497,"Cơm ngon, canh ngọt. Tuy nhiên ko biết nhân viên có khó khăn gì trong việc phục vụ ko. Tụi mình gọi món lịch sự đàng hoàng mà nhân viên nạt nộ, thái độ rất khó chịu",2
498,"Mình nghe đồn là tiệm cơm gà này có xuất xứ từ vùng đất hoa vàng cỏ xanh Phú Yên nên mới tìm đến quán nàu, quán nằm ở gần chợ Khu 6 ở đường Nguyễn Thái Học nên rất dễ tìm, không gian quán thì có hơi bé thật. Nhưng nhìn chung cũng khá rẻ, chỉ 25k một phần thôi, địa điểm này cách xa công ty mình quá nếu không mình sẽ thường xuyên đặt cơm trưa ở đây. Gà ở đây là gà ta nên khá dai ngon, cơm cũng mềm thêm ít rau răm và chua ngọt khá trọn vị, bên cạnh đó ngon nhất là chén nước chấm chua cay.Khá ổn.",3
499,"Mình là dân phú yên nên thực sự cơm gà này làm mình thất vọng quá. Cơm nhão , ăn còn trúng hột sạn nữa chớ, may gần hết mới gặp chớ không chắc bỏ nguyên hộp . Canh gà thì mặn , ăn cơm đã mặn rồi húp miếng nước canh vô thì thôi luôn . Gà luộc mềm quá , nên cảm thấy hơi uổng vì gà ta rất ngon . Điểm cộng là giá rẻ hơn trong phú yên chỉ có 25k một hộp và nước chấm ok . Làm mất tiếng cơm gà gia truyền phú yên quá .",3
500,"Cơm gà Tuyết Nhung - thương hiệu gia truyền nổi tiếng hơn 30 năm tại Phú Yên. Quán này nằm ngay sát ngân hàng quân đội luôn. Cơm kiểu cơm chiên, màu sắc bắt mắt nhưng không bị khô. Gà tươi, dai, một phần cơm giá cũng hơi nhỉnh nhưng nói chung với chất lượng vậy là quá ok rồi",4
501,"Mình ghé lại quán với đám bạn, 1 trong những kiểu bar như thế này khá là xa sĩ hiếm ở Quy Nhơn nên mình rất thích thú với quán này. Thức ăn, thức uống ngon nhưng đổi lại thì giá cả hơi chát, mà cũng là bar nên suy nghỉ về kinh tế rồi đi nhé, quán rộng rãi rất phù hợp cho những cuộc gặp mặt, sinh nhật tiệc tùng, hèn hò. Đặc biệt mình rất thích nhân viên phục vụ ở đây, hòa đồng vui vẽ hiếu khách, mây bạn nữ ở đây xinh xắn nói chuyện dễ thương dã man <3. Quá tuyệt vời cho 1 quán bar như thế này.",4
502,"Đồ ăn rất ngon, chất lượng mà giá cả rất ổn. Lúc đầu tưởng Lux là quán pub nhưng vào thì mới biết là nhà hàng. Không gian sống ảo siêu đẹp. Thực đơn khá nhiều món lạ, ngon nhất phải nói đến món “Bò bàn ủi”, món này được giới thiệu là best seller nên các bạn phải thử nhé! Dịch vụ tốt, đặc biệt hôm nay cảm ơn quán đã tìm cách liên hệ với mình khi thấy mình quên ví. Vô cùng cảm ơn quán luôn!",5
503,"Lâu lâu về quê , đi cùng bạn vào đây vì nghe giới thiệu rất hoành tá tràng . Công nhận đúng vậy thiệt , quán ở Quy Nhơn mà thế này là tuyệt rồi , đồ ăn tương đối , có chăng khoai tấy hơi cháy và ngậy xí , nhưng về giá cả , không gian , phục vụ như thế là quá ổn rồi , buổi tối mình đi là cuối tuần nên có hơi ồn xí nhưng cũng k đến nỗi xô bồ",4
504,"Lung linh háo hức noel chưa ạ, quán này rất đầu tư đấy nhé. Noel này bạn đã chọn được địa điểm nào để check in chưa nào, 1 không gian Bar trất, nhạc đập rất đã, thưc ăn ở đây khá ngon nhé. Mình thấy giá cả ở đây khá hợp lý so với những bar khác, đặc biệt ở đây t7 CN hàng tuần hoăc lể có anh nhỏ con đẹp trai chụp hình cho nữa nè! Tóm lại mình thấy quán khá ok từ thức ăn nước uống đến nhân viên phục vụ rất tốt. Có dịp sẽ ghé quán này lại thêm vài lần nữa! <3",4
505,"Bạn muốn trải nghiệm không gian bar mới lạ nhạc chất bay bỏng thì đến với lux nhé. Quán theo phong cách phương tây, ở đây thức ăn thức uống khá ổn và giá cả thì cũng ok hợp với lớp thượng lưu 1 xíu. Nhân viên ở đây khá vui vẻ và nhân viên ở đây max xinh trai xinh gái nhé. Đặc biệt t6 t7 quán thuê hẳn nhiêp ảnh về chụp luôn :)) đc ké vài bít :)). Quán nằm gần bờ hồ thoáng mát view đep. Sau 8h bạn sẽ đc bay quẩy cùng nhạc mạnh của quán nhé. Đã đến và sẽ suy nghỉ cho lần đến tiếp theo tại mình là sinh viên :)))",4
506,"Hôm nay Lux grand openning nên sẽ có đại tiệc quẩy bên đó. Quẩy nhiệt tình quẩy banh chè chỉ dành cho hội rich kid và sang choảnh. Mà không sao, hôm nay khai trương nên giảm 20% tổng bill nhé, không đi chơi hơi phí, nghe nói còn thuê DJ về quẩy cho sung nữa. Sale off 20% hôm nay thôi nhé bà con cô bác cô dì chú thím. Lên bộ đồ số 1 đi dẩy đầm liền nào",4
507,"Hải sản KO TƯƠI như tên gọi. Mực bé bằng ngón tay mà 350k/đĩa 2 ng ăn. Nghêu hoa hấp quá kỹ, quắt lại và rơi khỏi vỏ. Được mỗi tô cháo ghẹ “bao tử” 160k ăn ngon.
0,5kg mực “que” 350k
0,5kg nghêu hoa 90k
10 con tôm nướng 150k
1 tô cháo ghẹ “bao tử” 160k
1 bia tiger + 1 nước suối
Chi phí: 778k/2ng
Vị trí ngay bờ biển, chủ quán khéo mời",2
508,"Chuyến đi Nhơn Lý vừa rồi có ghé nhà hàng này để ăn uống tiện thể đi tour Kỳ Co, Eo Gió luôn.
Có một vài nhận xét về nhà hàng như sau: không gian đẹp, phục vụ chuyên nghiệp lắm luôn, kiểu như mấy nhà hàng phong cách Tây vậy.
Đồ ăn ngon, đậm đà, ăn vài con hàu cảm thấy tươi, lẩu cá nước cũng rất ngọt.
Xong còn được mời đồ ăn tráng miệng miễn phí nữa.
Tóm lại là hài lòng từ về việc đi tour đến ăn bữa ăn này. Nếu có cơ hội ghé lại Quy Nhơn sẽ đến đây một lần nữa. À quên, nhà hàng này hơi khó tìm vì nằm sâu trong hẻm bạn nào có đi đến đây du lịch thì gọi số 0935 990 902 này nhé.",4
509,"Mình là người Đà Nẵng lần đầu đến Quy Nhơn không biết đi kỳ co eo gió như thế nào cả nên tìm hiểu thì được giới thiệu nhà hàng này ở nhơn lý, lúc đầu đến mình cũng hơi bất ngờ vì quanh khu này toàn kiểu quán cà phê trang trí cũng bình thường chứ không có kiểu decor lạ như ở đây.
Phong cách rất tây luôn á, có mấy góc cảnh đẹp tuyệt vời luôn, cộng với cái view biển nữa là không thể chê vào đâu được luôn á nạ.
Đồ ăn bầy biện cũng bài bản nữa, thật là biết cách đưa mình từ bất ngờ này đến bất ngờ khác kaka, cộng thêm cái view ngồi ăn uống không thể nào chuẩn hơn, nhìn ngắm biển vào buổi chiều thì gió lồng lộng thích hết nấc.
Nhà hàng cũng có cano để chở khác đi kỳ co, nguyên tour vầy là 350K cho mỗi người bao cả ăn uống sau đó luôn á.",4
510,"Nhà hàng Tây xịn ở Quy Nhơn. Không gian rất sạch sẽ, chén bát đũa nĩa nhìn cũng rất sạch và vệ sinh. Giá cả cũng được dao động từ 50k đến 120k chứ không đắt lắm, riêng phần nước uống thì mình thấy rẻ chỉ tầm 15k đến 20k thôi. Món ăn khá sang trọng và ngon miệng. Đậm chất ""Tây"" luôn. Được chế biến khá công phu và cẩn thận từng chi tiết nhỏ. Món bò bít tết khoai tây khá mềm nhưng khẩu vị tây nên hơi nhạt. Món mì ý thì rất lạ miệng...Nhân viên nhiệt tình vui vẻ.",4
511,"View đẹp, thoáng mát ,ko ồn ào đặc biệt là mó ăn ở đây cực ngon, bắt mắt, người phục vụ thân thiện ,dễ gần.",5
512,"Đọc về quán này trên tripadvisor, tò mò ko biết quán có gì mà Tây khen thế.!!??!! 
Quả thật, đồ ăn rất ngon và sạch sẽ. Đặc biệt nhân viên rất thân thiện và chiều khách. Bạn mình ăn chay, nên các bạn ý điều chỉnh món cho bạn mình.
Nếu có dịp quay lại Quy Nhơn, nhất định sẽ ghé quán.",5
513,"Quán nhỏ xinh, bếp ở ngay ngoài, nên mình có thể nhìn thấy khi họ nấu nướng (rất sạch). Đồ ăn thì ngon tuyệt vời, bò bít tết sốt tiêu thơm bơ toi béo ngậy, khoai tây chiên giòn tan. Nói chung đồ ăn và vệ sinh thì mình chấm 10. Phục vụ rất nhiệt tình và thân thiện. Đặc biệt, nếu bạn nào thích nói tiếng anh thì đây là quán lý tưởng, có khách nước ngoài, và chủ quán có thế nói tiếng anh. Giá cả so với chất lượng cũng tốt.",4
514,"QN vốn rất ít quán ăn phục vụ đồ Tây, đa số chủ yếu bán pizza , mì ý nhưng kèm món việt như lẩu, gà chiên,.....để phù hợp với Qn hơn. Qán này là qán đầu tiên có menu toàn đồ tây (steak, pasta, pizza...) nên ai ưa thích món Âu hãy tới nhé.
Qán có ship tới nhà nhé, chị chủ dễ thương.
Pasta bỏ lò nên ko bị ngấy dầu mỡ, vị thơm béo của phomai cùng với nhân thịt bò và vị chua nhẹ của cà chua rất ok ko ngán nha. Recommend ăn cùng tương ớt nhé.
Món này ăn cùng salad hoặc khoai tây chiên,
Cá nhân mình thích ăn salad.
Hình này mình chụp khi dc ship tới nhà, đồ ăn để trog hộp nhựa sạch sẽ lắm nhé.
Sẽ thử thêm các món khác của qán nè.ủng hộ ẩm thực Âu của Qn nhé 🤤",4
515,"Hồi mình còn sinh viên thì mình đã đi ăn ở chi nhánh cũ là ở Ghềnh Ráng, giá cả chung thì cũng không hề dành cho sinh viên. Nó hơi đắt,nhưng mà đồ ăn chất lượng. Lần này thì mình được đi ăn ở nhà hàng Sáu Cao 2. Phải công nhận một chuyện là nhà hàng đông khủng khiếp kể cả trưa lẫn chiều. Phải đặt trước thì đồ ăn mới mau ra. Không gian rộng, sạch sẽ và sang trọng, món gà vẫn ngon như xưa mình được ăn và các món khác cũng khá tươi ngon. Nhân viên thì cũng nhanh nhẹn và tác phong chuyên nghiệp.",3
